Survey,Category #,Category Label,QID,Question Short Text,Lookup
Hospice,8,Getting Hospice Care Training,H2ZZ4,Did the hospice team give you enough training about what to do if your family member became restless or agitated?,Hospice-H2ZZ4-Getting Hospice Care Training
Hospice,8,Getting Hospice Care Training,H2ZZ1,Did the hospice team give you enough training about if and when to give more pain medicine to your family member?,Hospice-H2ZZ1-Getting Hospice Care Training
Hospice,8,Getting Hospice Care Training,H2ZZ3,Did the hospice team give you enough training about how to help your family member if he or she had trouble breathing?,Hospice-H2ZZ3-Getting Hospice Care Training
Hospice,8,Getting Hospice Care Training,H2ZZ2,Did the hospice team give you enough training about what side effects to watch for from pain medicine?,Hospice-H2ZZ2-Getting Hospice Care Training
Hospice,9,Providing Support for Religious and Spiritual Beliefs,H4RE1,"While your family member was in hospice care, how much support for your religious and spiritual beliefs did you get from the hospice team?",Hospice-H4RE1-Providing Support for Religious and Spiritual Beliefs
Hospice,10,Hospice (Other Questions),H2ZZ5,Did the hospice team give you the training you needed about how to safely move your family member?,Hospice-H2ZZ5-Hospice (Other Questions)
Hospice,10,Hospice (Other Questions),H7HHS,Did the hospice team give you as much information as you wanted about what to expect while your family member was dying?,Hospice-H7HHS-Hospice (Other Questions)
Hospice,10,Hospice (Other Questions),H4MH1,"While your family member was in hospice care, how often did the nursing home staff and hospice team work well together to care for your family member?",Hospice-H4MH1-Hospice (Other Questions)
Hospice,10,Hospice (Other Questions),H4MH2,"While your family member was in hospice care, how often was the information you were given about your family member by the nursing home staff different from the information you were given by the hospice team?",Hospice-H4MH2-Hospice (Other Questions)
Hospice,11,Overall Rating,H30,"Using any number from 0 to 10, where 0 is the worst hospice care possible and 10 is the best hospice care possible, what number would you use to rate your family member’s hospice care?",Hospice-H30-Overall Rating
Hospice,12,Willingness to Recommend,H17,Would you recommend this hospice to your friends and family?,Hospice-H17-Willingness to Recommend
Outpatient,1,Scheduling/Registration,H1D,How satisfied were you with the ability to schedule the visit on a convenient day and time?,Outpatient-H1D-Scheduling/Registration
Outpatient,1,Scheduling/Registration,H1B,How satisfied were you with the registration process?,Outpatient-H1B-Scheduling/Registration
Outpatient,2,Care From Staff,H2C,How often did the patient care staff treat (you/the patient) with courtesy and respect?,Outpatient-H2C-Care From Staff
Outpatient,2,Care From Staff,H2O,How often did the patient care staff listen carefully to (you/the patient)?,Outpatient-H2O-Care From Staff
Outpatient,2,Care From Staff,H2J,How often did the patient care staff explain things in a way (you/the patient) could understand?,Outpatient-H2J-Care From Staff
Outpatient,2,Care From Staff,H5C,How often did the patient care staff do a good job in keeping (you/the patient) informed about delays in care or treatment?,Outpatient-H5C-Care From Staff
Outpatient,2,Care From Staff,H4WW,How often was the patient care staff able to calm (your/the patient’s) fears?,Outpatient-H4WW-Care From Staff
Outpatient,2,Care From Staff,H2,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the patient care staff who treated (you/the patient)?",Outpatient-H2-Care From Staff
Outpatient,3,Wait Time,H5D,How satisfied were you with the total amount of time (you/the patient) spent waiting at the facility?,Outpatient-H5D-Wait Time
Outpatient,4,Facility,H6F,"During this visit, how satisfied were you with how easy it was to find your way around the facility?",Outpatient-H6F-Facility
Outpatient,4,Facility,H6AA,How satisfied were you with the cleanliness of the facility?,Outpatient-H6AA-Facility
Outpatient,5,Rehab,H2Z,How often did the patient care staff do a good job of involving (you/the patient) in the treatment plan and goal setting?,Outpatient-H2Z-Rehab
Outpatient,5,Rehab,H2ZB,How satisfied were you with (your/the patient's) progress toward (your/the patient's) goals?,Outpatient-H2ZB-Rehab
Outpatient,6,Same Day Surgery,H4AF,How often did the patient care staff do everything they could to help (you/the patient) with (your/the patient's) pain?,Outpatient-H4AF-Same Day Surgery
Outpatient,6,Same Day Surgery,H4AM,"Before giving (you/the patient) any new medicine, how often did the patient care staff tell (you/the patient) what the medicine was for?",Outpatient-H4AM-Same Day Surgery
Outpatient,6,Same Day Surgery,H4AA,How often did the staff do a good job informing (your/the patient's) designated family member or friend about (your/the patient's) care and treatment?,Outpatient-H4AA-Same Day Surgery
Outpatient,6,Same Day Surgery,H8A,How satisfied were you with how clearly and completely (you were/the patient was) told what to do and what to expect after returning home?,Outpatient-H8A-Same Day Surgery
Outpatient,6,Same Day Surgery,H7X,How satisfied were you with how much (you were/the patient was) helped by this visit?,Outpatient-H7X-Same Day Surgery
Outpatient,6,Same Day Surgery,H3,"Using any number from 0 to 10, where 0 is the worst possible care and 10 is the best possible care, what number would you use to rate the care received from all the doctors who treated (you/the patient)?",Outpatient-H3-Same Day Surgery
Outpatient,7,Overall Rating of Hospital,H30,"Using any number from 0 to 10, where 0 is the worst outpatient facility possible and 10 is the best outpatient facility possible, what number would you use to rate this outpatient facility?",Outpatient-H30-Overall Rating of Hospital
Outpatient,8,Willingness to Recommend the Hospital,H17,Would you recommend this outpatient facility to your friends and family?,Outpatient-H17-Willingness to Recommend the Hospital
HCAHPS,1,Communication with Nurses,H2C,Courtesy/respect of nurses,HCAHPS-H2C-Communication with Nurses
HCAHPS,1,Communication with Nurses,H2O,Nurses listening carefully to patients,HCAHPS-H2O-Communication with Nurses
HCAHPS,1,Communication with Nurses,H2J,Clear communication by nurses,HCAHPS-H2J-Communication with Nurses
HCAHPS,2,Communication with Doctors,H3C,Courtesy/respect of doctors,HCAHPS-H3C-Communication with Doctors
HCAHPS,2,Communication with Doctors,H3O,Doctors listening carefully to patients,HCAHPS-H3O-Communication with Doctors
HCAHPS,2,Communication with Doctors,H3J,Clear communication by doctors,HCAHPS-H3J-Communication with Doctors
HCAHPS,3,Responsiveness of Hospital Staff,H2AA,Timely response to call buttons,HCAHPS-H2AA-Responsiveness of Hospital Staff
HCAHPS,3,Responsiveness of Hospital Staff,H4AP,Assistance with bathroom/bedpan as soon as wanted,HCAHPS-H4AP-Responsiveness of Hospital Staff
HCAHPS,4,Cleanliness of the Hospital Environment,H6A,Cleanliness of room/bathroom,HCAHPS-H6A-Cleanliness of the Hospital Environment
HCAHPS,5,Quietness of the Hospital Environment,H6O,Quietness of area around room at night,HCAHPS-H6O-Quietness of the Hospital Environment
HCAHPS,6,Pain Management,H4AE,Pain well controlled,HCAHPS-H4AE-Pain Management
HCAHPS,6,Pain Management,H4AF,Staff doing everything they could to help with pain,HCAHPS-H4AF-Pain Management
HCAHPS,7,Communication about Medicines,H4AM,Explanations of new medicines,HCAHPS-H4AM-Communication about Medicines
HCAHPS,7,Communication about Medicines,H4AN,Communication of possible side effects of new medicines,HCAHPS-H4AN-Communication about Medicines
HCAHPS,8,Discharge Information,Y8AA,Talking to patients about help after discharge,HCAHPS-Y8AA-Discharge Information
HCAHPS,8,Discharge Information,Y8AB,Providing written discharge instructions,HCAHPS-Y8AB-Discharge Information
HCAHPS,9,Overall Rating of Hospital,H30,Overall rating of hospital,HCAHPS-H30-Overall Rating of Hospital
HCAHPS,10,Willingness to Recommend the Hospital,H17,Patient Advocacy (likelihood to recommend),HCAHPS-H17-Willingness to Recommend the Hospital
HCAHPS,11,Transition of Care,H8PF,Taking patient and family preferences into account in deciding needs after discharge,HCAHPS-H8PF-Transition of Care
HCAHPS,11,Transition of Care,H8PM,Patient understood the purpose for taking medications at discharge,HCAHPS-H8PM-Transition of Care
HCAHPS,11,Transition of Care,H8PR,Patient had a good understanding of responsibilities for managing own health at discharge,HCAHPS-H8PR-Transition of Care
ED,1,Patient Care Staff,H2M,Urgency shown by the patient care staff in treating the patient's medical problem,ED-H2M-Patient Care Staff
ED,1,Patient Care Staff,H4K,Coordination of care and services,ED-H4K-Patient Care Staff
ED,1,Patient Care Staff,H4AM,Explanations of new medicines,ED-H4AM-Patient Care Staff
ED,1,Patient Care Staff,H4AF,Staff doing everything they could to help with pain,ED-H4AF-Patient Care Staff
ED,1,Patient Care Staff,H2W,Comfort asking patient care staff questions about care/treatment,ED-H2W-Patient Care Staff
ED,1,Patient Care Staff,H5C,Informing patients of delays in care/treatment,ED-H5C-Patient Care Staff
ED,1,Patient Care Staff,H2,Patient Care Staff - Overall Rating,ED-H2-Patient Care Staff
ED,2,Doctors,H3BC,Doctors caring about the patient as a person,ED-H3BC-Doctors
ED,2,Doctors,H3A,Amount of time doctors spend with patients,ED-H3A-Doctors
ED,2,Doctors,H3,Doctors - Overall Rating,ED-H3-Doctors
ED,3,General ED Experience,H5B,Amount of time spent in the ED,ED-H5B-General ED Experience
ED,3,General ED Experience,H8A,Clear/complete discharge instructions,ED-H8A-General ED Experience
ED,3,General ED Experience,H7X,How much the patient was helped by this visit,ED-H7X-General ED Experience
ED,4,Overall Rating,H30,Overall rating of emergency department,ED-H30-Overall Rating
ED,5,Likelihood to Recommend,H17,Patient Advocacy (likelihood to recommend),ED-H17-Likelihood to Recommend
ICH-CAHPS,1,Nephrologists' Communication and Caring,H3O,,ICH-CAHPS-H3O-Nephrologists' Communication and Caring
ICH-CAHPS,1,Nephrologists' Communication and Caring,H3J,,ICH-CAHPS-H3J-Nephrologists' Communication and Caring
ICH-CAHPS,1,Nephrologists' Communication and Caring,H3CS,,ICH-CAHPS-H3CS-Nephrologists' Communication and Caring
ICH-CAHPS,1,Nephrologists' Communication and Caring,H3AA,,ICH-CAHPS-H3AA-Nephrologists' Communication and Caring
ICH-CAHPS,1,Nephrologists' Communication and Caring,H3BC,,ICH-CAHPS-H3BC-Nephrologists' Communication and Caring
ICH-CAHPS,1,Nephrologists' Communication and Caring,Y2HD,,ICH-CAHPS-Y2HD-Nephrologists' Communication and Caring
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2O,,ICH-CAHPS-H2O-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2J,,ICH-CAHPS-H2J-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2CSD,,ICH-CAHPS-H2CSD-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2AD,,ICH-CAHPS-H2AD-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2BC,,ICH-CAHPS-H2BC-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H4M,,ICH-CAHPS-H4M-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,Y4BD,,ICH-CAHPS-Y4BD-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,Y2WD,,ICH-CAHPS-Y2WD-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H7BN,,ICH-CAHPS-H7BN-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2DH,,ICH-CAHPS-H2DH-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2DI,,ICH-CAHPS-H2DI-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2K,,ICH-CAHPS-H2K-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,Y2DE,,ICH-CAHPS-Y2DE-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2DT,,ICH-CAHPS-H2DT-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H5DH,,ICH-CAHPS-H5DH-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H6AD,,ICH-CAHPS-H6AD-Quality of Dialysis Center Care and Operations
ICH-CAHPS,2,Quality of Dialysis Center Care and Operations,H2DC,,ICH-CAHPS-H2DC-Quality of Dialysis Center Care and Operations
ICH-CAHPS,3,Providing Information to Patients,Y7H,,ICH-CAHPS-Y7H-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y11D,,ICH-CAHPS-Y11D-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y11DH,,ICH-CAHPS-Y11DH-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y8AH,,ICH-CAHPS-Y8AH-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y2DH,,ICH-CAHPS-Y2DH-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y2DF,,ICH-CAHPS-Y2DF-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y2DG,,ICH-CAHPS-Y2DG-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y2DJ,,ICH-CAHPS-Y2DJ-Providing Information to Patients
ICH-CAHPS,3,Providing Information to Patients,Y2DK,,ICH-CAHPS-Y2DK-Providing Information to Patients
ICH-CAHPS,4,Global Ratings,H3,,ICH-CAHPS-H3-Global Ratings
ICH-CAHPS,4,Global Ratings,H2DS,,ICH-CAHPS-H2DS-Global Ratings
ICH-CAHPS,4,Global Ratings,H30,,ICH-CAHPS-H30-Global Ratings
NICU,1,Care from Nurses,H2C,How often did the nurses in the NICU treat you with courtesy and respect?,NICU-H2C-Care from Nurses
NICU,1,Care from Nurses,H2O,How often did the nurses in the NICU listen carefully to you?,NICU-H2O-Care from Nurses
NICU,1,Care from Nurses,H2J,How often did the nurses in the NICU explain things in a way you could understand?,NICU-H2J-Care from Nurses
NICU,2,Care from Doctors,H3C,How often did doctors in the NICU treat you with courtesy and respect?,NICU-H3C-Care from Doctors
NICU,2,Care from Doctors,H3O,How often did doctors in the NICU listen carefully to you?,NICU-H3O-Care from Doctors
NICU,2,Care from Doctors,H3J,How often did the doctors in the NICU explain things in a way you could understand? ,NICU-H3J-Care from Doctors
NICU,2,Care from Doctors,H3CN,How often was the doctor in the NICU who was in charge of your baby's care available to answer your questions and explain the plan of care to you?,NICU-H3CN-Care from Doctors
NICU,2,Care from Doctors,HCYX3,How often did the doctor in the NICU who was in charge of your baby's care include you in decisions about your baby's care?,NICU-HCYX3-Care from Doctors
NICU,3,NICU Environment,H6ON,"How often was the environment in the NICU restful for your baby, with low lighting and low noise levels?",NICU-H6ON-NICU Environment
NICU,3,NICU Environment,H6EM,How often was the environment in the NICU family-friendly?,NICU-H6EM-NICU Environment
NICU,3,NICU Environment,H4VN1,How often were you able to spend as much time as you wanted with your baby while he/she was in the NICU?,NICU-H4VN1-NICU Environment
NICU,3,NICU Environment,H4VN2,How often did you have as much privacy as you wanted in the NICU?,NICU-H4VN2-NICU Environment
NICU,4,NICU Experience,H4DN,How often did the staff in the NICU work well together as a team? ,NICU-H4DN-NICU Experience
NICU,4,NICU Experience,H4AF1,How often did the staff in the NICU do everything they could to manage your baby's pain?,NICU-H4AF1-NICU Experience
NICU,4,NICU Experience,H2CWE,"How often did the staff in the NICU encourage you to participate in your baby's care, such as feeding and bathing?",NICU-H2CWE-NICU Experience
NICU,4,NICU Experience,H4S,"How often did the staff in the NICU do a good job of providing social, emotional, and spiritual support?",NICU-H4S-NICU Experience
NICU,5,Education / Support,H7BR1,How satisfied were you with the information and support you received from the NICU staff about breastfeeding your baby? ,NICU-H7BR1-Education / Support
NICU,5,Education / Support,H8AB1,How satisfied were you with the information provided about resources and support services available to you after being discharged from the NICU?,NICU-H8AB1-Education / Support
NICU,5,Education / Support,H8AB2,How satisfied were you with how well the staff in the NICU prepared you to care for your baby after leaving the hospital?,NICU-H8AB2-Education / Support
NICU,6,Overall Rating,H30,"Using any number from 0 to 10, where 0 is the worst care possible and 10 is the best care possible, what number would you use to rate the care your baby received in the NICU?",NICU-H30-Overall Rating
NICU,7,Likelihood to Recommend,H17,Would you recommend this NICU to your friends and family if they needed NICU care for their baby?,NICU-H17-Likelihood to Recommend
Urgent Care,1,Arrival & Registration,H6FC,Easy to find the Urgent Care center,Urgent Care-H6FC-Arrival & Registration
Urgent Care,1,Arrival & Registration,H1Q,Registration process completed quickly,Urgent Care-H1Q-Arrival & Registration
Urgent Care,1,Arrival & Registration,H1ET,Courtesy/respect of registration staff,Urgent Care-H1ET-Arrival & Registration
Urgent Care,1,Arrival & Registration,H10JD,Explanations of financial obligations and insurance matters,Urgent Care-H10JD-Arrival & Registration
Urgent Care,1,Arrival & Registration,H6EG,Comfort and attractiveness of the waiting area,Urgent Care-H6EG-Arrival & Registration
Urgent Care,2,General Experience,H2MD,Urgency shown by the staff in treating the patient's medical problem,Urgent Care-H2MD-General Experience
Urgent Care,2,General Experience,H4AF2,Staff doing everything they could to help with pain,Urgent Care-H4AF2-General Experience
Urgent Care,2,General Experience,H5CD,Informing patients of delays in care or treatment,Urgent Care-H5CD-General Experience
Urgent Care,2,General Experience,H6AA1,Cleanliness of the facility,Urgent Care-H6AA1-General Experience
Urgent Care,2,General Experience,H5BD,Amount of time spent in the Urgent Care center,Urgent Care-H5BD-General Experience
Urgent Care,3,Providers,H3CSD,Provider's respect for what patient had to say,Urgent Care-H3CSD-Providers
Urgent Care,3,Providers,H3OD,Provider listening carefully to patient,Urgent Care-H3OD-Providers
Urgent Care,3,Providers,H3JD,Provider explained things in a way that was easy to understand,Urgent Care-H3JD-Providers
Urgent Care,3,Providers,H3AAA,Provider spent enough time with patient during the most recent visit,Urgent Care-H3AAA-Providers
Urgent Care,3,Providers,H3,Providers - Overall Rating,Urgent Care-H3-Providers
Urgent Care,4,Discharge Instructions,H8AA1,Clear/complete discharge instructions,Urgent Care-H8AA1-Discharge Instructions
Urgent Care,4,Discharge Instructions,H4AM3,Patient was given easy-to-understand explanations regarding medications or prescriptions,Urgent Care-H4AM3-Discharge Instructions
Urgent Care,5,Overall Rating,H30,Overall rating of Urgent Care center,Urgent Care-H30-Overall Rating
Urgent Care,6,Likelihood to Recommend,H17B,Willingness to recommend the Urgent Care center,Urgent Care-H17B-Likelihood to Recommend
Walk-In Clinic,1,Scheduling,H1D1,Were you satisfied with the scheduling process?,Walk-In Clinic-H1D1-Scheduling
Walk-In Clinic,2,General Experience,H1ET,Did staff treat you with courtesy and respect?,Walk-In Clinic-H1ET-General Experience
Walk-In Clinic,2,General Experience,H10JD,Did staff explain financial obligations and insurance matters?,Walk-In Clinic-H10JD-General Experience
Walk-In Clinic,2,General Experience,H5CD,Did staff do a good job of keeping you informed of delays in care or treatment?,Walk-In Clinic-H5CD-General Experience
Walk-In Clinic,2,General Experience,H6EG,Were you satisfied with the comfort of the waiting area?,Walk-In Clinic-H6EG-General Experience
Walk-In Clinic,2,General Experience,H6AA1,Were you satisfied with the cleanliness of the facility?,Walk-In Clinic-H6AA1-General Experience
Walk-In Clinic,2,General Experience,H5BD,Were you satisfied with the total amount of time spent in the clinic?,Walk-In Clinic-H5BD-General Experience
Walk-In Clinic,3,Providers,H3CSD,Did the provider show respect for what you had to say?,Walk-In Clinic-H3CSD-Providers
Walk-In Clinic,3,Providers,H3OD,Did the provider listen carefully to you?,Walk-In Clinic-H3OD-Providers
Walk-In Clinic,3,Providers,H3JD,Did the provider explain things in a way that was easy to understand?,Walk-In Clinic-H3JD-Providers
Walk-In Clinic,3,Providers,H3AAA,Did the provider spend enough time with you?,Walk-In Clinic-H3AAA-Providers
Walk-In Clinic,3,Providers,H4AF2,Did the provider do everything he or she could to help you with your pain?,Walk-In Clinic-H4AF2-Providers
Walk-In Clinic,3,Providers,H3,"Using any number from 0 to 10, what number would you use to rate this provider?",Walk-In Clinic-H3-Providers
Walk-In Clinic,4,Instructions,H8AA2,Were the instructions given by your provider clear?,Walk-In Clinic-H8AA2-Instructions
Walk-In Clinic,4,Instructions,H8AA3,Were the instructions given by your provider helpful?,Walk-In Clinic-H8AA3-Instructions
Walk-In Clinic,4,Instructions,H4AM3,Were you provided easy-to-understand explanations regarding those medications or prescriptions?,Walk-In Clinic-H4AM3-Instructions
Walk-In Clinic,5,Overall Rating,H30,"Using any number from 0 to 10, where 0 is the worst clinic possible and 10 is the best clinic possible, what number would you use to rate this clinic?",Walk-In Clinic-H30-Overall Rating
Walk-In Clinic,6,Likelihood to Recommend,H17,Would you recommend this clinic to your family and friends?,Walk-In Clinic-H17-Likelihood to Recommend
PCMH-Adult,1,"Getting Timely Appointments, Care, and Information",H1DA,Got appointment for Urgent Care as soon as needed,"PCMH-Adult-H1DA-Getting Timely Appointments, Care, and Information"
PCMH-Adult,1,"Getting Timely Appointments, Care, and Information",H1DB,Got appointment for check-up or routine care as soon as needed,"PCMH-Adult-H1DB-Getting Timely Appointments, Care, and Information"
PCMH-Adult,1,"Getting Timely Appointments, Care, and Information",H5DD,Wait time to be seen within 15 minutes of appointment time,"PCMH-Adult-H5DD-Getting Timely Appointments, Care, and Information"
PCMH-Adult,1,"Getting Timely Appointments, Care, and Information",H9DA,Got answer to phone question during regular office hours on same day,"PCMH-Adult-H9DA-Getting Timely Appointments, Care, and Information"
PCMH-Adult,1,"Getting Timely Appointments, Care, and Information",H9DB,Got answer to phone question after hours as soon as needed,"PCMH-Adult-H9DB-Getting Timely Appointments, Care, and Information"
PCMH-Adult,2,How Well Providers Communicate With Patients,H3AA,Provider spent enough time,PCMH-Adult-H3AA-How Well Providers Communicate With Patients
PCMH-Adult,2,How Well Providers Communicate With Patients,H3CS,Provider showed respect,PCMH-Adult-H3CS-How Well Providers Communicate With Patients
PCMH-Adult,2,How Well Providers Communicate With Patients,H3D,Provider knew important info about medical history,PCMH-Adult-H3D-How Well Providers Communicate With Patients
PCMH-Adult,2,How Well Providers Communicate With Patients,H3FF,Provider gave easy to understand instructions about taking care of health problems,PCMH-Adult-H3FF-How Well Providers Communicate With Patients
PCMH-Adult,2,How Well Providers Communicate With Patients,H3J,Provider explained things clearly,PCMH-Adult-H3J-How Well Providers Communicate With Patients
PCMH-Adult,2,How Well Providers Communicate With Patients,H3O,Provider listened carefully,PCMH-Adult-H3O-How Well Providers Communicate With Patients
PCMH-Adult,3,"Helpful, Courteous, and Respectful Office Staff",H9C,Office staff showed courtesy and respect,"PCMH-Adult-H9C-Helpful, Courteous, and Respectful Office Staff"
PCMH-Adult,3,"Helpful, Courteous, and Respectful Office Staff",H9H,Office staff was helpful,"PCMH-Adult-H9H-Helpful, Courteous, and Respectful Office Staff"
PCMH-Adult,4,Providers Pay Attention to Your Mental or Emotional Health (PCMH),Y19D,"Provider asked if there was a period of time when patient felt sad, empty, or depressed",PCMH-Adult-Y19D-Providers Pay Attention to Your Mental or Emotional Health (PCMH)
PCMH-Adult,4,Providers Pay Attention to Your Mental or Emotional Health (PCMH),Y19W,Talked with provider about things causing worry or stress,PCMH-Adult-Y19W-Providers Pay Attention to Your Mental or Emotional Health (PCMH)
PCMH-Adult,4,Providers Pay Attention to Your Mental or Emotional Health (PCMH),Y19P,"Talked with provider about personal problem, family, alcohol or drug use",PCMH-Adult-Y19P-Providers Pay Attention to Your Mental or Emotional Health (PCMH)
PCMH-Adult,5,Providers Support You in Taking Care of Your Own Health (PCMH),Y3FG,Provider talked about specific goals,PCMH-Adult-Y3FG-Providers Support You in Taking Care of Your Own Health (PCMH)
PCMH-Adult,5,Providers Support You in Taking Care of Your Own Health (PCMH),Y3FH,Provider asked if there are things making it hard to take care of health,PCMH-Adult-Y3FH-Providers Support You in Taking Care of Your Own Health (PCMH)
PCMH-Adult,6,Providers Discuss Medication Decisions (PCMH),H4AM1,Provider talked about reasons to take a medicine,PCMH-Adult-H4AM1-Providers Discuss Medication Decisions (PCMH)
PCMH-Adult,6,Providers Discuss Medication Decisions (PCMH),H4AM2,Provider talked about reasons not to take a medicine,PCMH-Adult-H4AM2-Providers Discuss Medication Decisions (PCMH)
PCMH-Adult,6,Providers Discuss Medication Decisions (PCMH),Y4AM,Provider asked what patient thought was best regarding medicine,PCMH-Adult-Y4AM-Providers Discuss Medication Decisions (PCMH)
PCMH-Adult,7,Follow-up on Test Results,H4FC,Provider’s office followed up with test results,PCMH-Adult-H4FC-Follow-up on Test Results
PCMH-Adult,8,Patients' Rating of the Provider,H30,Rating of Provider,PCMH-Adult-H30-Patients' Rating of the Provider
PCMH-Adult,9,Access To Care (PCMH),D1DE,Days waited for an appointment for Urgent Care,PCMH-Adult-D1DE-Access To Care (PCMH)
PCMH-Adult,9,Access To Care (PCMH),H9DD,"Got needed care during evenings, weekends, or holidays",PCMH-Adult-H9DD-Access To Care (PCMH)
PCMH-Adult,10,Attention to Care from Other Providers (PCMH),H3DB,Provider was informed and up-to-date on care received from specialist,PCMH-Adult-H3DB-Attention to Care from Other Providers (PCMH)
PCMH-Adult,10,Attention to Care from Other Providers (PCMH),Y4AM1,Talked about prescription medicines at each visit,PCMH-Adult-Y4AM1-Attention to Care from Other Providers (PCMH)
PCMH-Adult,11,Information About Care and Appointments (PCMH),D9DA,"Provider's office gave information on what to do if care needed on evenings, weekends, or holidays",PCMH-Adult-D9DA-Information About Care and Appointments (PCMH)
PCMH-Adult,11,Information About Care and Appointments (PCMH),D1D,Got reminders from provider's office between visits,PCMH-Adult-D1D-Information About Care and Appointments (PCMH)
PCMH-Child,1,"Getting Timely Appointments, Care, and Information",H1DA,Got appointment for Urgent Care as soon as needed,"PCMH-Child-H1DA-Getting Timely Appointments, Care, and Information"
PCMH-Child,1,"Getting Timely Appointments, Care, and Information",H1DB,Got appointment for check-up or routine care as soon as needed,"PCMH-Child-H1DB-Getting Timely Appointments, Care, and Information"
PCMH-Child,1,"Getting Timely Appointments, Care, and Information",H5DD,Wait time to be seen within 15 minutes of appointment time,"PCMH-Child-H5DD-Getting Timely Appointments, Care, and Information"
PCMH-Child,1,"Getting Timely Appointments, Care, and Information",H9DA,Got answer to phone question during regular office hours on same day,"PCMH-Child-H9DA-Getting Timely Appointments, Care, and Information"
PCMH-Child,1,"Getting Timely Appointments, Care, and Information",H9DB,Got answer to phone question after hours as soon as needed,"PCMH-Child-H9DB-Getting Timely Appointments, Care, and Information"
PCMH-Child,2,How Well Providers Communicate With Patients,H3AA,Provider spent enough time,PCMH-Child-H3AA-How Well Providers Communicate With Patients
PCMH-Child,2,How Well Providers Communicate With Patients,H3CS,Provider showed respect,PCMH-Child-H3CS-How Well Providers Communicate With Patients
PCMH-Child,2,How Well Providers Communicate With Patients,H3D,Provider knew important info about medical history,PCMH-Child-H3D-How Well Providers Communicate With Patients
PCMH-Child,2,How Well Providers Communicate With Patients,H3FF,Provider gave easy to understand instructions about taking care of health problems,PCMH-Child-H3FF-How Well Providers Communicate With Patients
PCMH-Child,2,How Well Providers Communicate With Patients,H3J,Provider explained things clearly,PCMH-Child-H3J-How Well Providers Communicate With Patients
PCMH-Child,2,How Well Providers Communicate With Patients,H3O,Provider listened carefully,PCMH-Child-H3O-How Well Providers Communicate With Patients
PCMH-Child,3,"Helpful, Courteous, and Respectful Office Staff",H9C,Office staff showed courtesy and respect,"PCMH-Child-H9C-Helpful, Courteous, and Respectful Office Staff"
PCMH-Child,3,"Helpful, Courteous, and Respectful Office Staff",H9H,Office staff was helpful,"PCMH-Child-H9H-Helpful, Courteous, and Respectful Office Staff"
PCMH-Child,4,Provider’s Attention to Your Child’s Growth and Development,Y3DB,Spoke with provider's office about child's learning ability,PCMH-Child-Y3DB-Provider’s Attention to Your Child’s Growth and Development
PCMH-Child,4,Provider’s Attention to Your Child’s Growth and Development,Y3DC,Spoke with provider's office about normal behaviors,PCMH-Child-Y3DC-Provider’s Attention to Your Child’s Growth and Development
PCMH-Child,4,Provider’s Attention to Your Child’s Growth and Development,Y3DD,Spoke with provider's office about child's growth,PCMH-Child-Y3DD-Provider’s Attention to Your Child’s Growth and Development
PCMH-Child,4,Provider’s Attention to Your Child’s Growth and Development,Y3DE,Spoke with provider's office about child's moods and emotions,PCMH-Child-Y3DE-Provider’s Attention to Your Child’s Growth and Development
