ProjectName,QuestionID,LongLabel,ShortLabel
PTE500P,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE501P,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE503P,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE504S,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE513M,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE517AF,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE524AJ,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE564N,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE587S,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE591X,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE820V,H3BC,The next few questions are about the providers involved in <TS002> care in the emergency department.   ,"How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE826X,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually, or Always?"
PTE830V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE833AK,H3BC,The next few questions are about the doctors involved in <TS002> care in (the) <SC4>.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE844X,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE845W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE849W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE855W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE856W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE868Y,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE876V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE879V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"During your Emergency Department visit, how often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE883V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE888W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE889V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE890V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE911V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE912V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE913V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE914V,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE916V,H3BC,The next few questions are about the providers involved in <TS002> care in the emergency department.   ,"How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE921W,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE941U,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE956U,H3BC,The next few questions are about the providers involved in <TS002> care in the emergency department.   ,"How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE957U,H3BC,The next few questions are about the providers involved in <TS002> care in the emergency department.   ,"How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE958U,H3BC,The next few questions are about the providers involved in <TS002> care in the emergency department.   ,"How often did you feel the providers really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE964U,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE965U,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE975T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE976T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually, or Always?"
PTE977T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE982T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE983T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE986T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE988T,H3BC,The next few questions are about the doctors involved in <TS002> care in the emergency department.   ,"How often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?"
PTE018BE,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE096BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE097BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE106BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE115BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE127BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE132BJ,H3C,,"How often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE138R,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE167BL,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1A1N,H3C,,"During this hospital stay/visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1B1M,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1C5M,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1G5D,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1J1I,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1J3I,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1K2J,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1K3I,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1P3H,H3C,,"During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?"
PTE1Q1H,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1S2F,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1S7F,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1S8I,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1U6F,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1W9D,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1X1D,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE1Z2AK,H3C,,"During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE212R,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE219R,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE2B9A,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE2D3A,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE316AF,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE371AP,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE380AO,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE424R,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE434AB,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE440O,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE462AM,H3C,We're almost finished.   ,"During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?"
PTE468AK,H3C,,"During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE472AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE473AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE474AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE475AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE476AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE477AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE478AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE479AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE480AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE485AG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE514AK,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE532AJ,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE549N,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE550N,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE585AD,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE602BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE603BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE604BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE606BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE610BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE612BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE613BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE614BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE615BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE616BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE619BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE621BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE624BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE627BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE628BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE630BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE631BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE632BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE633BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE639BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE643BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE644BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE647BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE651BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE652BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE653BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE654BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE655BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE659BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE662BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE663BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE664BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE665BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE672BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE673BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE674BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE675BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE676BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE677BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE678BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE679BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE680BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE681BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE682BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE683BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE685BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE688BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE689BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE690BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE691BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE692BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE695BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE742BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE772BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE774BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE775BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE777BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE780BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE783BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE784BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE785BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE786BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE787BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE788BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE789BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE790BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE791BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE792BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE793BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE794BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE799BG,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE813X,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE838W,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE847W,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE848W,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE851AJ,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE862T,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE863Y,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE869X,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE870X,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE873W,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE934T,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE966BE,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE971T,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE974T,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE978T,H3C,,"During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?"
PTE179R,H3CB,,"How satisfied were you with the concern and caring of <TS002> doctors? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?"
PTE2D3A,H3CW,,"How often did the doctors involve <TS020> in decisions about <TS102> care? Would you say Never, Sometimes, Usually or Always?"
PTE462AM,H3CW,,"How often did the doctors involve <TS003> in decisions about <TS102> care? Would you say Never, Sometimes, Usually or Always?"
PTE018BE,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE096BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE097BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE106BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE115BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE127BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE138R,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE167BL,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE1A1N,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
PTE1B1M,H3J,,"During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?"
