"","QuestionID","ShortLabel","freq"
"190","H4VM","How satisfied were you with how well the hospital met the needs of <TS002> family and friends (i.e seating, food, visiting hours.)? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"191","H4VS","How satisfied were you with the courtesy with which <TS002> family and friends were treated by the hospital staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"192","H4VS","How satisfied were you with the courtesy with which your family and friends were treated by hospital staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"193","H4VS","How satisfied were you with the courtesy with which your family and friends were treated by the hospital staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"194","H5B","How satisfied were you with the total amount of time spent in (the) <SC4> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"195","H5B","How satisfied were you with the total amount of time spent in the <SC4> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"196","H5B","How satisfied were you with the total amount of time spent in the <TSFAC> from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"197","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",38
"198","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",87
"199","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very Satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"200","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"201","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"202","H5B","How satisfied were you with the total amount of time spent in the emergency department from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",24
"203","H5B","How satisfied were you with the total amount of time spent in the emergency room from arrival to discharge? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"204","H5B","How satisfied were you with the total amount of time spent in the emergency room from arrival to discharge? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"205","H5C","How often did the Emergency Department staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",1
"206","H5C","How often did the patient care staff do a good job in keeping <TS003> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",1
"207","H5C","How often did the patient care staff do a good job of keeping <TS006> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",89
"208","H5C","How often did the patient care staff do a good job of keeping <TS006> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",17
"209","H5C","How often did the patient care staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",45
"210","H5C","How often did the patient care staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",8
"211","H6AA","How satisfied <TS010> with the cleanliness of the facility? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"212","H6AA","How satisfied were you with the cleanliness of the facility? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"213","H6AA","How satisfied were you with the cleanliness of the facility? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",13
"214","H6AA","How satisfied were you with the cleanliness of the facility? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"215","H6AA","How satisfied were you with the cleanliness of the facility? Would you say Very Satisfied, Satisfied, Dissatisfied, or Very Dissatisfied?",1
"216","H6AT","How satisfied were you with the condition of the area where <TS002> treatment was given, including cleanliness, temperature and appearance? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"217","H6AT","How satisfied were you with the condition of the area where <TS002> treatment was given, including cleanliness, temperature and appearance? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"218","H6DA","How often did the nurses check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually or Always?",1
"219","H6DA","How often did the patient care staff check <TS002> identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually, or Always?",1
"220","H6DA","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say (read 1-4)?",2
"221","H6DA","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually or Always?",1
"222","H6DA","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually, or Always?",2
"223","H6DA","How often did the patient care staff check your child's ID band before giving medications or treatment? Would you say Never, Sometimes, Usually or Always?",1
"224","H6DE","How often did you feel that <TS003> received the proper medical care? Would you say Never, Sometimes, Usually or Always?",1
"225","H6DE","How often did you feel that <TS003> received the proper medical care? Would you say Never, Sometimes, Usually, or Always?",3
"226","H6DG","How often did you feel safe about the care <TS003> received? Would you say Never, Sometimes, Usually or Always?",1
"227","H6DW","How often did the patient care staff wash their hands or use a hand sanitizing gel before providing patient care? Would you say Never, Sometimes, Usually, or Always?",1
"228","H6DW","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say (read 1-4)?",3
"229","H6DW","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say Never, Sometimes, Usually or Always?",10
"230","H6DW","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say Never, Sometimes, Usually, or Always?",6
"231","H7A","How satisfied were you with the overall quality of the X-ray or radiology services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",10
"232","H7A","How satisfied were you with the quality of the X-ray or radiology services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"233","H7AS","Overall how satisfied were you with the X-Ray or radiology staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"234","H7AS","Overall how satisfied were you with the X-ray Staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"235","H7AS","Overall how satisfied were you with the X-Ray staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"236","H7AS","Overall, how satisfied were you with the X-ray staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"237","H7AS","Overall, how satisfied were you with the X-Ray staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"238","H7BT","How satisfied were you with the quality of care given to <TS003> by the person who gave <TS003> a breathing treatment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"239","H7BT","How satisfied were you with the quality of care given to <TS003> by the person who gave <TS003> a breathing treatment? Would you say Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"240","H7CSC","How often was the customer service attendant courteous and helpful? Would you say Never, Sometimes, Usually or Always?",1
"241","H7EA","How satisfied were you with the equipment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"242","H7EB","How satisfied were you with how clearly and completely <TS001> taught to use the equipment? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"243","H7L","How satisfied were you with the overall quality of the laboratory services? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",4
"244","H7LC","How satisfied were you with the courtesy of radiology and lab staff performing tests? Would you say Very satified, Satisfied, Dissatisfied, or Very dissatisfied?",1
"245","H7LS","Overall how satisfied were you with the laboratory staff? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"246","H7LS","Overall, how satisfied were you with the laboratory staff? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",3
"247","H7X","How satisfied were you with how much <TS001> helped by this <SC4> visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"248","H7X","How satisfied were you with how much <TS001> helped by this <SC4> visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",4
"249","H7X","How satisfied were you with how much <TS001> helped by this <TSFAC> visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",1
"250","H7X","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",38
"251","H7X","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",87
"252","H7X","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied?",1
"253","H7X","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied?",1
"254","H7X","How satisfied were you with how much <TS001> helped by this emergency department visit? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",25
"255","H7X","How satisfied were you with how much <TS001> helped by this emergency room visit? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied?",1
"256","H7X","How satisfied were you with how much <TS001> helped by this emergency room visit? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied?",1
"257","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied? If <TS001> not discharged to home, please let me know.",15
"258","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",25
"259","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very Satisfied, Satisfied, Dissatisfied or Very Dissatisfied? If <TS001> not discharged to home, please let me know.",1
"260","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied, or very dissatisfied? If <TS001> not discharged to home, please let me know.",1
"261","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",15
"262","H8A","How satisfied were you with how clearly and completely <TS006> were told what to do and what to expect after returning home?Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",1
"263","H8A","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say very satisfied, satisfied, dissatisfied or very dissatisfied? If <TS001> not discharged to home, please let me know.",25
"264","H8A","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",21
"265","H8A","How satisfied were you with how clearly and completely <TS007> told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",2
"266","H8A","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know.",44
"267","H8A","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS001> not discharged to home, please let me know. ?",1
"268","H8A","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied? If <TS020>were not discharged to home, please let me know.",1
"269","H8A","How satisfied were you with how clearly and completely <TS020> were told what to do and what to expect after returning home? Would you say Very satisfied, Satisfied, Dissatisfied, or Very dissatisfied? If <TS001> not discharged to home, please let me know.",8
"270","H8AE","How satisfied were you with the time it took to be discharged from the hospital and how efficiently it was handled? Would you say Very satisfied, Satisfied, Dissatisfied or Very dissatisfied?",2
"271","HE11T","During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?",134
"272","HE1C","When you first arrived at the emergency room, how long was it before someone talked to <TS020> about the reason why <TS001> there? Would you say Less than 5 minutes, 5 to 15 minutes, or More than 15 minutes?",134
"273","HE2AT","During this emergency room visit, did nurses spend enough time with <TS020>? Would you say Yes, definitely, Yes, somewhat, or No?",134
"274","HE3AT","During this emergency room visit, did doctors spend enough time with <TS020>? Would you say Yes, definitely, Yes, somewhat, or No?",134
"275","HE3Z","During this emergency room visit, were <TS020> kept informed about who was in charge of <TS002> care? Would you say Yes, definitely, Yes, somewhat, or No?",134
"276","HE4AF","During this emergency room visit, did the doctors and nurses do everything they could to help <TS003> with <TS102> pain? Would you say Yes, definitely, Yes, somewhat, or No?",134
"277","HEAM1","Before giving <TS003> any new medicine, did the doctors or nurses tell <TS020> what the medicine was for? Would you say Yes, definitely, Yes, somewhat, or No?",134
"278","Q18A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What <TS010> most impressed with during the hospital visit? In other words, what did the hospital and its staff do particularly well?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"279","Q19","(IF YES, READ) When I tell you to start, please state anything else about this emergency room visit that you would like to comment on. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"280","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"281","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could (the) <SC4> have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"282","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could <SC4> have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"283","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could Emergency Room have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"284","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the <SC4> have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"285","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the <TSFAC> have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"286","Q28","(If yes, read) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department at Star Valley Medical Center have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (While system processes file, ASK) Can I have you hold for one moment please?",1
"287","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the Emergency Department have done better?"" (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"288","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"289","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE SAY) Can I have you hold for one moment please?",1
"290","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK ) Can I have you hold for one moment please?",1
"291","Q28","(If yes, read) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"292","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (While system processes file, ASK) Can I have you hold for one moment please?",1
"293","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",105
"294","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the Emergency Department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",11
"295","Q28","(If yes, read) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES, ASK) Can I have you hold for one moment please?",2
"296","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ)Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"297","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THEY ARE DONE, ASK) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE SAY) Can I have you hold for one moment please?",1
"298","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THEY ARE DONE, ASK) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, SAY) Can I have you hold for one moment please?",1
"299","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"". Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"300","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency room have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",4
"301","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the Emergency Room have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",71
"302","Q28","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the hospital have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"303","Q28","Thinking of this visit, what one thing could the emergency department have done better?",1
"304","Q28A","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what could the physicians and staff have done better for <TS003> to consider the care <TS023> received to be excellent?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"305","Q28W","(IF YES, READ) I'll tell you when to begin your comment. West Shore Medical Center strives to provide exceptional care. Even if you were pleased with the services you received, what one thing could West Shore have done better to improve your experience with the hospital? Please tell me when you finish with your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"306","Q30","Would <TS003> like to be called by a hospital representative to further discuss any problems or concerns about the visit?",1
"307","Q30","Would <TS003> like to be called by a hospital representative to further discuss any problems or concerns about the visit? Please note that by responding ""Yes"" that you will be called by a hospital representative in regards to a problem or concern that you have. (IF YES, READ:) Please tell the hospital specifically what problems or concerns you have regarding that hospital visit and information on where the hospital can contact you.",1
"308","Q30","Would you like to be called by a hospital representative to further discuss this problem or concern? Please note that by responding ""Yes"" that you will be called by a hospital representative in regards to a problem or concern that you have. (IF YES, READ:) Please tell the hospital specifically what problems or concerns you have regarding that hospital visit and information on where the hospital can contact you. [INTERVIEWER NOTE: YOU MUST CAPTURE PROBLEM/CONCERN SO THAT HOSPITAL KNOWS REASON FOR CALLBACK]",1
"309","Q31","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE. ASK) Can I have you hold for one moment please?",1
"310","Q31","(If yes, read) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES, ASK) Can I have you hold for one moment please?",1
"311","Q31_1","(IF YES, READ) ""When I tell you when to start, please state the name or names of the employees and the reason you would like to commend them. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible."" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",71
"312","Q31_1","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Is there a specific employee who you would like to see congraulated or thanked for the care they provided during the experience?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"313","Q31_1","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, please tell me about the employee in the emergency department who you would like to see congratulated or thanked. "" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"314","Q31_1","(IF YES, READ) When I tell you to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. Please tell me when you finish your comment (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
