"","Var1","Freq"
"66","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THEY ARE DONE, ASK) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, SAY) Can I have you hold for one moment please?",1
"67","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency department have done better?"". Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"68","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the emergency room have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",4
"69","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the Emergency Room have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",71
"70","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what one thing could the hospital have done better?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"71","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about <TS002> recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"72","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Thinking of this visit, what was the one thing you liked most about your recent visit to <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"73","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What <TS010> most impressed with during the hospital visit? In other words, what did the hospital and its staff do particularly well?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"74","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What experiences during this visit led you to respond to the overall rating question in the way you did?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",2
"75","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""What was the one thing <TS003> liked most about <TS102> recent visit at <SC1>?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE SAY) Can I have you hold for one moment please?",1
"76","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Why would you not recommend this emergency department to your friends and family?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"77","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the emergency department any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"78","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the Emergency Department any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"79","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you like to give the hospital any feedback - a suggestion for improving the experience or anyone you would like to recognize?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",3
"80","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please comment on why you feel this way?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"81","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what <SC4> could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"82","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK ) Can I have you hold for one moment please?",1
"83","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",6
"84","(IF YES, READ) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"85","(If yes, read) I'll tell you when to begin your comment. The question is, ""Would you please provide additional comments on what the Emergency Department could have done to earn a 9 or 10?"" Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (If respondent does not inform you they are done, ask) Thank you for your feedback. Does that conclude your comment? (While system processes file say) Can I have you hold for one moment please?",1
"86","(IF YES, READ) I'll tell you when to begin your comment. West Shore Medical Center strives to provide exceptional care. Even if you were pleased with the services you received, what one thing could West Shore have done better to improve your experience with the hospital? Please tell me when you finish with your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"87","(IF YES, READ) When I tell you to start, please let us know the reason you would not recommend this hospital to friends and family. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"88","(IF YES, READ) When I tell you to start, please state anything else about this emergency room visit that you would like to comment on. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"89","(IF YES, READ) When I tell you to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. Please tell me when you finish your comment (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"90","(IF YES, READ) When I tell you to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",11
"91","(IF YES, READ) When I tell you when to start, please share any suggestions you may have for improving patient safety or how we may better meet <TS002> needs and expectations. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"92","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description and/or the employee's job or position, if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"93","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",5
"94","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE. ASK) Can I have you hold for one moment please?",1
"95","(If yes, read) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES, ASK) Can I have you hold for one moment please?",1
"96","(IF YES, READ) When I tell you when to start, please state the name of the employee and the reason you would like to commend that person. If you do not know the person's name, please provide a brief description if possible. Please tell me when you finish your comment. (PRESS RECORD NOW) You may begin your comment now. (REMINDER: PRESS MUTE) (IF RESPONDENT DOES NOT INFORM YOU THAT THEY ARE DONE, READ) Thank you for your feedback. Does that conclude your comment? (WHILE SYSTEM PROCESSES FILE, ASK) Can I have you hold for one moment please?",1
"97","<TS010> transported to <TS002> hospital of choice?",1
"98","<TS103> diagnosed with a stroke or TIA?",1
"99","Before giving <TS003> any new medicine, did the doctors or nurses tell <TS020> what the medicine was for? Would you say Yes, definitely, Yes, somewhat, or No?",134
"100","Before giving any new medicine, how often did the Emergency Department staff explain what the medicine was for? Would you say Never, Sometimes, Usually or Always?",1
"101","Before giving any new medicine, how often did the patient care staff explain what the medicine was for? Would you say Never, Sometimes, Usually or Always?",133
"102","Before giving any new medicine, how often did the patient care staff explain what the medicine was for? Would you say Never, Sometimes, Usually, or Always?",26
"103","Before you left the emergency room, did <TS020> understand what <TS102> main health problem was?",1
"104","Before you left the emergency room, did you understand what your main health problem was?",1
"105","Did <TS003> have any lab tests during this visit?",4
"106","Did <TS003> have any x-rays during this visit?",1
"107","Did <TS003> have any X-rays or radiology services during this visit?",6
"108","Did <TS003> receive a follow up phone call from the staff?",4
"109","Did <TS003> receive Breathing Treatment services during this visit?",4
"110","Did a nurse leader check on <TS003> during your stay?",3
"111","Did staff provide <TS003> education on signs and symptoms of a stroke?",1
"112","Did staff respond to <TS002> stroke in a timely manner?",1
"113","Did the staff educate <TS003> to call 911 if <TS104> had any symptoms of a stroke?",1
"114","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? At this hospital they identify <TS003> by asking <TS002> name and date of birth.",1
"115","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? Identifiers could include confirming information on the armband or asking <TS002> name and/or date of birth.",1
"116","Did the staff provide safe care by checking two identifiers before performing procedures or giving medications to <TS003>? Identifiers could include confirming information on the armband or asking <TS002> name and/or date of birth?",1
"117","Did the staff wash their hands or use a hand sanitizer before any contact with <TS003>?",1
"118","Did you feel that the hospital staff was respectful of your culture, religion, lifestyle, and traditions? Would you say Definitely no, Probably no, Probably yes, or Definitely yes?",1
"119","Did you receive a call from the Emergency Department to see how your child was doing?",1
"120","During this <SC4> visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",4
"121","During this <SC4> visit, <TS010> given any medicine that <TS021> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",1
"122","During this <TSFAC> visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",1
"123","During this emergency department visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",152
"124","During this emergency department visit, did <TS003> recieve a walker, cane, or crutch?",1
"125","During this emergency department visit, how often did patient care staff treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?",2
"126","During this emergency room visit did <TS003> get care within 30 minutes of getting to the emergency room?",118
"127","During this emergency room visit did <TS020> get care within 30 minutes of getting to the emergency room?",16
"128","During this emergency room visit, <TS010> given any medicine that <TS003> had not taken before? INTERVIEWER: READ YES/NO RESPONSE CHOICES ONLY IF NECESSARY",2
"129","During this emergency room visit, <TS010> given any medicine that <TS023> had not taken before?",134
"130","During this emergency room visit, did <TS003> have a blood test, X-ray, or any other test?",134
"131","During this emergency room visit, did <TS003> have any pain? Would you say Yes, definitely, Yes, somewhat, or No?",134
"132","During this emergency room visit, did doctors and nurses give <TS020> as much information as <TS020> wanted about the results of these tests? Would you say Yes, definitely, Yes, somewhat, or No?",134
"133","During this emergency room visit, did doctors spend enough time with <TS020>? Would you say Yes, definitely, Yes, somewhat, or No?",134
"134","During this emergency room visit, did nurses spend enough time with <TS020>? Would you say Yes, definitely, Yes, somewhat, or No?",134
"135","During this emergency room visit, did the doctors and nurses do everything they could to help <TS003> with <TS102> pain? Would you say Yes, definitely, Yes, somewhat, or No?",134
"136","During this emergency room visit, how often did doctors explain things in a way <TS003> could understand? Would you say Never, Sometimes, Usually, or Always?",2
"137","During this emergency room visit, how often did doctors explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually, or Always?",134
"138","During this emergency room visit, how often did doctors listen carefully to <TS003>? Would you say Never, Sometimes, Usually, or Always?",2
"139","During this emergency room visit, how often did doctors listen carefully to <TS020>? Would you say Never, Sometimes, Usually, or Always?",134
"140","During this emergency room visit, how often did doctors treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",133
"141","During this emergency room visit, how often did nurses explain things in a way <TS020> could understand? Would you say Never, Sometimes, Usually or Always?",133
"142","During this emergency room visit, how often did nurses listen carefully to <TS020>? Would you say Never, Sometimes, Usually or Always?",134
"143","During this emergency room visit, how often did nurses treat <TS020> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?",133
"144","During this emergency room visit, how often did the doctor do everything they could to help <TS003> with <TS102> pain? Would you say Never, Sometimes, Usually, or Always?",2
"145","During this emergency room visit, how often was <TS002> pain well controlled? Would you say Never, Sometimes, Usually, or Always?",2
"146","During this emergency room visit, were <TS020> kept informed about who was in charge of <TS002> care? Would you say Yes, definitely, Yes, somewhat, or No?",134
"147","During this hospital stay, did a nurse leader visit <TS003>?",1
"148","During this hospital stay, how often did doctors explain things in a way <TS006> could understand? Would you say Never, Sometimes, Usually, or Always?",1
"149","During this hospital stay, how often did nurses check on <TS003> every hour to see if <TS023> needed anything? Would you say Never, Sometimes, Usually or Always?",1
"150","During this hospital stay/visit, did <TS003> get information in writing about what symptoms or health problems to look out for after <TS003> left the hospital?",1
"151","During this hospital stay/visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",1
"152","During this hospital stay/visit, how often did nurses explain things in a way <TS003> could understand? Would you say Never, Sometimes, Usually, or Always?",1
"153","During this hospital stay/visit, how often did nurses treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?",1
"154","During this hospital visit, how frequently did nurses check on you every hour to see if you needed anything? Would you say Never, Sometimes, Usually or Always?",1
"155","During this hospital visit, how often did doctors explain things in a way <TS003> could understand? Would you say Never, Sometimes, Usually or Always?",1
"156","During this hospital visit, how often did doctors listen carefully to <TS003>? Would you say Never, Sometimes, Usually or Always?",1
"157","During this hospital visit, how often did doctors listen carefully to <TS003>? Would you say Never, Sometimes, Usually, or Always?",1
"158","During this hospital visit, how often did doctors listen carefully to <TS020>? Would you say Never, Sometimes, Usually or Always?",1
"159","During this hospital visit, how often did doctors listen carefully to you? Would you say Never, Sometimes, Usually, or Always?",1
"160","During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",2
"161","During this hospital visit, how often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?",2
"162","During this hospital visit, how often did nurses explain things in a way <TS003> could understand? Would you say Never, Sometimes, Usually or Always?",4
"163","During this hospital visit, how often did nurses explain things in a way <TS003> could understand? Would you say Never, Sometimes, Usually, or Always?",1
"164","During this hospital visit, how often did nurses treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",3
"165","During this hospital visit, how often did the patient care staff treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",1
"166","During this hosptial stay/visit, how often did nurses treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",1
"167","During this visit, did <TS003> get information in writing about what symptoms or health problems to look out for after <TS003> left the facility?",1
"168","During this visit, did <TS003> need medicine for pain?",1
"169","During this visit, the nurses and other staff talked with me and my family when deciding what my healthcare needs would be after leaving the facility?",1
"170","During your ED visit, did <TS003> have any imaging services (X-ray, Ultrasound, CT, Nuclear Medicine, or MRI)? Please ONLY consider your visit on <SCMTH> <SCDAY>, <SCYR>.",1
"171","During your Emergency Department visit, how often did you feel the doctors really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",1
"172","During your visit, did you receive X-ray or radiology services?",3
"173","How often did <TS003> feel the main providers of your medical care, which may have been a physician, nurse practitioner or physician assistant, really cared about <TS003> as a person? Would you say Never, Sometimes, Usually or Always?",1
"174","How often did doctors treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",1
"175","How often did doctors, nurses, and other staff do everything they could to respect <TS002> privacy? Would you say Never, Sometimes, Usually or Always?",1
"176","How often did nurses, doctors and other staff do a good job of working together as a team? Would you say Never, Sometimes, Usually or Always?",1
"177","How often did patient care staff do a good job of responding quickly to requests? Would you say Never, Sometimes, Usually or Always?",2
"178","How often did patient care staff treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually or Always?",1
"179","How often did patient care staff treat <TS003> with courtesy and respect? Would you say Never, Sometimes, Usually, or Always?",1
"180","How often did the doctors involve <TS003> in decisions about <TS102> care? Would you say Never, Sometimes, Usually or Always?",1
"181","How often did the doctors involve <TS020> in decisions about <TS102> care? Would you say Never, Sometimes, Usually or Always?",1
"182","How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for <TS003>? Would you say Never, Sometimes, Usually or Always?",3
"183","How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for <TS003>? Would you say Never, Sometimes, Usually, or Always?",1
"184","How often did the doctors, nurses, and other hospital staff introduce themselves when they first came to care for you? Would you say Never, Sometimes, Usually, or Always?",1
"185","How often did the Emergency Department staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",1
"186","How often did the Emergency Department staff do everything they could to help <TS003> with <TS102> pain? Would you say Never, Sometimes, Usually or Always?",1
"187","How often did the Emergency Department staff show the proper sense of urgency in treating <TS002> medical problem? Would you say Never, Sometimes, Usually or Always?",1
"188","How often did the nurses check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually or Always?",1
"189","How often did the nurses or patient care staff show the proper sense of urgency in treating <TS002> medical problem? Would you say Never, Sometimes, Usually or Always?",15
"190","How often did the nurses, doctors and other staff do a good job of working together as a team? Would you say Never, Sometimes, Usually or Always?",1
"191","How often did the patient care staff check <TS002> identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually, or Always?",1
"192","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say (read 1-4)?",2
"193","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually or Always?",1
"194","How often did the patient care staff check the patient identification band before giving medications or treatment to <TS003>? Would you say Never, Sometimes, Usually, or Always?",2
"195","How often did the patient care staff check your child's ID band before giving medications or treatment? Would you say Never, Sometimes, Usually or Always?",1
"196","How often did the patient care staff do a good job in keeping <TS003> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",1
"197","How often did the patient care staff do a good job informing <TS002> designated family member or friend about <TS002> care and treatment? Would you say Never, Sometimes, Usually or Always?",1
"198","How often did the patient care staff do a good job of keeping <TS006> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",89
"199","How often did the patient care staff do a good job of keeping <TS006> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",17
"200","How often did the patient care staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually or Always?",45
"201","How often did the patient care staff do a good job of keeping <TS020> informed about delays in care or treatment? Would you say Never, Sometimes, Usually, or Always?",8
"202","How often did the patient care staff do everything they could to help <TS003> with <TS102> pain? Would you say Never, Sometimes, Usually or Always?",132
"203","How often did the patient care staff do everything they could to help <TS003> with <TS102> pain? Would you say Never, Sometimes, Usually, or Always?",26
"204","How often did the patient care staff do everything they could to help <TS003> with <TS102> pain? Would you say, Never, Sometimes, Usually, or Always?",1
"205","How often did the patient care staff make <TS003> feel comfortable during the procedure and/or treatment? Would you say Never, Sometimes, Usually or Always?",2
"206","how often did the patient care staff respect <TS002> expressed cultural, religious, or lifestyle preferences? Would you say Never, Sometimes, Usually or Always?",5
"207","How often did the patient care staff respect <TS002> family's cultural and spiritual needs? Would you say Never, Sometimes, Usually or Always?",2
"208","How often did the patient care staff show the proper sense of urgency in treating <TS002> medical problem? Would you say Never, Sometimes, Usually or Always?",131
"209","How often did the patient care staff show the proper sense of urgency in treating <TS002> medical problem? Would you say Never, Sometimes, Usually, or Always?",26
"210","How often did the patient care staff wash their hands or use a hand sanitizing gel before providing patient care? Would you say Never, Sometimes, Usually, or Always?",1
"211","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say (read 1-4)?",3
"212","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say Never, Sometimes, Usually or Always?",10
"213","How often did the patient care staff wash their hands or use an alcohol hand rub before providing patient care? Would you say Never, Sometimes, Usually, or Always?",6
"214","How often did the staff do a good job informing <TS002> designated family member or friend about <TS002> care and treatment? Would you say Never, Sometimes, Usually or Always? (IF NECESSARY, READ) The ""designated"" person is the individual or individuals <TS003> gave the hospital permission to discuss <TS002> medical care with.",1
"215","How often did the staff meet your expectations regarding <TS002> family's involvment in <TS102> care? Would you say Never, Sometimes, Usually, or Always?",1
"216","How often did the staff treat <TS003> as a whole person, not just a medical condition? Would you say Never, Sometimes, Usually or Always?",1
"217","How often did the staff treat <TS003> with respect and compassion? Would you say Never, Sometimes, Usually, or Always?",1
"218","How often did you feel comfortable asking the Emergency Department staff questions about <TS002> care and treatment in the emergency department? Would you say Never, Sometimes, Usually or Always?",1
"219","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in (the) <SC4>? Would you say Never, Sometimes, Usually or Always?",1
"220","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the <SC4>? Would you say Never, Sometimes, Usually or Always?",2
"221","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the <TSFAC>? Would you say Never, Sometimes, Usually or Always?",1
"222","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the emergency department? Would you say Never, Sometimes, Usually or Always?",127
"223","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the emergency department? Would you say Never, Sometimes, Usually, or Always?",24
"224","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the emergency room? Would you say Never, Sometimes, Usually or Always?",1
"225","How often did you feel comfortable asking the patient care staff questions about <TS002> care and treatment in the emergency room? Would you say Never, Sometimes, Usually, or Always?",1
"226","How often did you feel safe about the care <TS003> received? Would you say Never, Sometimes, Usually or Always?",1
"227","How often did you feel that <TS003> received the proper medical care? Would you say Never, Sometimes, Usually or Always?",1
"228","How often did you feel that <TS003> received the proper medical care? Would you say Never, Sometimes, Usually, or Always?",3
"229","How often did you feel that the care and services received during the visit to the Emergency Department were well coordinated? Would you say Never, Sometimes, Usually or Always?",1
"230","How often did you feel that the care and services received during the visit were well coordinated? Would you say Never, Sometimes, Usually or Always?",133
"231","How often did you feel that the care and services received during the visit were well coordinated? Would you say Never, Sometimes, Usually, or Always?",25
