,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
360,2186_210,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,
361,2186_210,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,
362,2186_210,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,
363,2186_210,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,
364,2186_210,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,
365,2186_210,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,
366,2186_210,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,
367,2186_210,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,
368,2186_210,PCMH-Child,Communication - Child Only,,,y3n,,
369,2186_210,PCMH-Child,Communication - Child Only,,,h3jc,,
370,2186_210,PCMH-Child,Communication - Child Only,,,h3oc,,
371,2186_210,PCMH-Child,Communication - Child Only,,,y3nf,,
372,2186_210,PCMH-Child,Communication - Child Only,,,y3n,,
373,2186_210,PCMH-Child,Communication - Child Only,,,h3jc,,
374,2186_210,PCMH-Child,Communication - Child Only,,,h3oc,,
375,2186_210,PCMH-Child,Communication - Child Only,,,y3nf,,
376,2186_210,PCMH-Child,Communication - Child Only,,,y3n,,
377,2186_210,PCMH-Child,Communication - Child Only,,,h3jc,,
378,2186_210,PCMH-Child,Communication - Child Only,,,h3oc,,
379,2186_210,PCMH-Child,Communication - Child Only,,,y3nf,,
380,2186_210,PCMH-Child,Access to Care,,,h9dd,,
381,2186_210,PCMH-Child,Access to Care,,,h9dd,,
382,2186_210,PCMH-Child,Access to Care,,,h9dd,,
383,2186_210,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
384,2186_210,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
385,2186_210,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,
386,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
387,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
388,2186_210,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
389,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
390,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
391,2186_210,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
392,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,
393,2186_210,PCMH-Child,PCMH - Coordination of Care,,,h3db,,
394,2186_210,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,
395,2186_210,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
396,2186_210,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
397,2186_210,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
398,2186_210,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
399,2186_210,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
400,2186_210,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
401,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
402,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
403,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
404,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
405,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
406,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
407,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
408,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
409,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
410,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
411,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,
412,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,
413,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,
414,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,
415,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,
416,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
417,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
418,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
419,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
420,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
421,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
422,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
423,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
424,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
425,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
426,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
427,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
428,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,
429,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,
430,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,
431,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,
432,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,
433,2186_210,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,
434,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
435,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
436,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
437,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
438,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fg,,
439,2186_210,PCMH-Child,PCMH - Self Management Support,,,y3fh,,
440,2352_178,PCMH-Child,,Access To Care (PCMH),,,,
441,2352_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,
442,2352_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,
443,2352_178,PCMH-Child,Access to Care,,,,H9DD,Single client - Add to White List
444,2352_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,Single client - Add to White List
445,2352_178,PCMH-Child,Communication - Child Only,,,y3n,,
446,2352_178,PCMH-Child,Communication - Child Only,,,h3jc,,
447,2352_178,PCMH-Child,Communication - Child Only,,,h3oc,,
448,2352_178,PCMH-Child,Communication - Child Only,,,y3nf,,
449,2352_178,PCMH-Child,Access to Care,,,h9dd,,Single client - Add to White List
450,2352_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Single client - Add to White List
451,2352_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,
452,2352_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,
453,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
454,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
455,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
456,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
457,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
458,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
459,2186_178,PCMH-Child,,Access To Care (PCMH),,,,Extract issue - OK
460,2186_178,PCMH-Child,,Attention to Care from Other Providers (PCMH),,,,Extract issue - OK
461,2186_178,PCMH-Child,,Information About Care and Appointments (PCMH),,,,Extract issue - OK
462,2186_178,PCMH-Child,Access to Care,,,,H9DD,Extract issue - OK
463,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,Extract issue - OK
464,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,Extract issue - OK
465,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,Extract issue - OK
466,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,Extract issue - OK
467,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,Extract issue - OK
468,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,Extract issue - OK
469,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,Extract issue - OK
470,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,Extract issue - OK
471,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,Extract issue - OK
472,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,Extract issue - OK
473,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,Extract issue - OK
474,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,Extract issue - OK
475,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,Extract issue - OK
476,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,Extract issue - OK
477,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
478,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
479,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
480,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,Extract issue - OK
481,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,Extract issue - OK
482,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,Extract issue - OK
483,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,Extract issue - OK
484,2186_178,PCMH-Child,Follow-Up On Test Results,,,,H4FC,Extract issue - OK
485,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,Extract issue - OK
486,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,Extract issue - OK
487,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,Extract issue - OK
488,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,Extract issue - OK
489,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,Extract issue - OK
490,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,Extract issue - OK
491,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
492,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,Extract issue - OK
493,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,Extract issue - OK
494,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,Extract issue - OK
495,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,Extract issue - OK
496,2186_178,PCMH-Child,Access to Care,,,,H9DD,Extract issue - OK
497,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,Extract issue - OK
498,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,Extract issue - OK
499,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,Extract issue - OK
500,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,Extract issue - OK
501,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,Extract issue - OK
502,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,Extract issue - OK
503,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,Extract issue - OK
504,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,Extract issue - OK
505,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,Extract issue - OK
506,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,Extract issue - OK
507,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,Extract issue - OK
508,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,Extract issue - OK
509,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,Extract issue - OK
510,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,Extract issue - OK
511,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
512,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
513,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
514,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,Extract issue - OK
515,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,Extract issue - OK
516,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,Extract issue - OK
517,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,Extract issue - OK
518,2186_178,PCMH-Child,Follow-Up On Test Results,,,,H4FC,Extract issue - OK
519,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,Extract issue - OK
520,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,Extract issue - OK
521,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,Extract issue - OK
522,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,Extract issue - OK
523,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,Extract issue - OK
524,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,Extract issue - OK
525,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
526,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,Extract issue - OK
527,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,Extract issue - OK
528,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,Extract issue - OK
529,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,Extract issue - OK
530,2186_178,PCMH-Child,Access to Care,,,,H9DD,Extract issue - OK
531,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,,H9DD,Extract issue - OK
532,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H4FC,Extract issue - OK
533,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,H3DB,Extract issue - OK
534,2186_178,PCMH-Child,PCMH - Coordination of Care,,,,Y4AM1,Extract issue - OK
535,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,H3DB,Extract issue - OK
536,2186_178,PCMH-Child,Attention to Care from Other Providers,,,,Y4AM1,Extract issue - OK
537,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DB,Extract issue - OK
538,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DC,Extract issue - OK
539,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DK,Extract issue - OK
540,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DD,Extract issue - OK
541,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,,Y3DE,Extract issue - OK
542,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF,Extract issue - OK
543,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DF1,Extract issue - OK
544,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DG,Extract issue - OK
545,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DH,Extract issue - OK
546,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DJ,Extract issue - OK
547,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,,Y3DL,Extract issue - OK
548,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FH,Extract issue - OK
549,2186_178,PCMH-Child,PCMH - Self Management Support,,,,Y3FG,Extract issue - OK
550,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FG,Extract issue - OK
551,2186_178,PCMH-Child,Providers Support You in Taking Care of Your Child's Health (PCMH),,,,Y3FH,Extract issue - OK
552,2186_178,PCMH-Child,Follow-Up On Test Results,,,,H4FC,Extract issue - OK
553,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DD,Extract issue - OK
554,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DE,Extract issue - OK
555,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DB,Extract issue - OK
556,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DC,Extract issue - OK
557,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DK,Extract issue - OK
558,2186_178,PCMH-Child,Provider’s Attention to Your Child’s Growth and Development,,,,Y3DG,Extract issue - OK
559,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DL,Extract issue - OK
560,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DH,Extract issue - OK
561,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DJ,Extract issue - OK
562,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF,Extract issue - OK
563,2186_178,PCMH-Child,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,Y3DF1,Extract issue - OK
564,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
565,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
566,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
567,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
568,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
569,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
570,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
571,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
572,2186_178,PCMH-Child,Communication - Child Only,,,y3nf,,Extract issue - OK
573,2186_178,PCMH-Child,Communication - Child Only,,,h3jc,,Extract issue - OK
574,2186_178,PCMH-Child,Communication - Child Only,,,h3oc,,Extract issue - OK
575,2186_178,PCMH-Child,Communication - Child Only,,,y3n,,Extract issue - OK
576,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
577,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
578,2186_178,PCMH-Child,Access to Care,,,h9dd,,Extract issue - OK
579,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
580,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
581,2186_178,PCMH-Child,"Getting Timely Appointments, Care, and Information",,,h9dd,,Extract issue - OK
582,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
583,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
584,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
585,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
586,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
587,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
588,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h4fc,,Extract issue - OK
589,2186_178,PCMH-Child,PCMH - Coordination of Care,,,h3db,,Extract issue - OK
590,2186_178,PCMH-Child,PCMH - Coordination of Care,,,y4am1,,Extract issue - OK
591,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
592,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
593,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
594,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
595,2186_178,PCMH-Child,Attention to Care from Other Providers,,,h3db,,Extract issue - OK
596,2186_178,PCMH-Child,Attention to Care from Other Providers,,,y4am1,,Extract issue - OK
597,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
598,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
599,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
600,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
601,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
602,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
603,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
604,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
605,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
606,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
607,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3db,,Extract issue - OK
608,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dc,,Extract issue - OK
609,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dk,,Extract issue - OK
610,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3dd,,Extract issue - OK
611,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Developmental,,,y3de,,Extract issue - OK
612,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
613,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
614,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
615,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
616,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
617,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
618,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
619,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
620,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
621,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
622,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
623,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
624,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df,,Extract issue - OK
625,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3df1,,Extract issue - OK
626,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dg,,Extract issue - OK
627,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dh,,Extract issue - OK
628,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dj,,Extract issue - OK
629,2186_178,PCMH-Child,PCMH - Comprehensiveness/Whole Person Care — Child Prevention,,,y3dl,,Extract issue - OK
630,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
631,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
632,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
633,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
634,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fh,,Extract issue - OK
635,2186_178,PCMH-Child,PCMH - Self Management Support,,,y3fg,,Extract issue - OK
636,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
637,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
638,2165_139,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
639,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
640,2165_139,PCMH-Adult,Access To Care (PCMH),,d1de,,,
