,SURVID_SURVTYPE,SURVDEF,CATEGORY,MISSING_CAT,MISSING_QUES,ADDITIONAL_QUES,DUPLICATE_QUES,NOTES
665,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
666,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
667,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
668,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
669,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
670,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
671,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
672,2172_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
673,2172_154,PCMH-Adult,,Access To Care (PCMH),,,,
674,2172_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
675,2172_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
676,2172_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
677,2172_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
678,2172_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
679,2172_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
680,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
681,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
682,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
683,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
684,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
685,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
686,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
687,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
688,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
689,2172_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
690,2582_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
691,2582_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
692,2582_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
693,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19d,,
694,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19w,,
695,2582_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19p,,
696,2582_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
697,2582_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
698,2830_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
699,2830_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
700,2830_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
701,2804_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
702,2804_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
703,2804_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
704,2232_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
705,2232_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
706,2232_154,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
707,2232_154,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
708,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
709,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
710,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
711,2232_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
712,2232_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
713,2232_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
714,2232_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
715,2232_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
716,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
717,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
718,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
719,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
720,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
721,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
722,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
723,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
724,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
725,2179_154,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
726,2179_154,PCMH-Adult,,Access To Care (PCMH),,,,
727,2179_154,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
728,2179_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
729,2179_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
730,2179_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
731,2179_154,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
732,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
733,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
734,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
735,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
736,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
737,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
738,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
739,2179_154,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
740,2511_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
741,2511_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
742,2511_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
743,2259_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
744,2259_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
745,2259_154,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
746,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19d,,
747,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19w,,
748,2259_154,CG-CAHPS 12 Month,Providers Pay Attention to Your Mental or Emotional Health (PCMH),,,y19p,,
749,2259_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
750,2259_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
751,2625_154,CG-CAHPS 12 Month,,Follow-up on Test Results,,,,
752,2625_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
753,2625_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
754,2277_154,CG-CAHPS 12 Month,Patients' Rating of the Provider,,,,H30,Single client - Add to White List
755,2277_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,,H30,Single client - Add to White List
756,2277_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
757,2277_154,CG-CAHPS 12 Month,Overall Rating of Provider,,,h30,,
758,2277_154,CG-CAHPS 12 Month,Overall Clinic Rating,,,h30c,,
759,2277_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
760,2277_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
761,2756_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
762,2756_154,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
763,2756_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
764,2756_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
765,2756_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
766,2756_154,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
767,2064_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
768,2064_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
769,2064_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
770,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
771,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
772,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
773,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
774,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
775,2064_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
776,2016_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
777,2016_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
778,2016_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
779,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
780,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
781,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
782,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
783,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
784,2016_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
785,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
786,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
787,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
788,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
789,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
790,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
791,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
792,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
793,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
794,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
795,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
796,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
797,2172_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
798,2172_158,PCMH-Adult,,Access To Care (PCMH),,,,
799,2172_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
800,2172_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
801,2172_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
802,2172_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
803,2172_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
804,2172_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
805,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
806,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
807,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
808,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
809,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
810,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
811,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
812,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
813,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
814,2172_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
815,2685_158,Totally Custom,REGISTRATION/ACCESS ( C),,,h1db,,
816,2685_158,Totally Custom,REGISTRATION/ACCESS ( C),,,h1ds,,
817,2685_158,Totally Custom,REGISTRATION/ACCESS ( C),,,h9da,,
818,2685_158,Totally Custom,DOCTORS ( C),,,h3j,,
819,2685_158,Totally Custom,DOCTORS ( C),,,h3aa,,
820,2685_158,Totally Custom,DOCTORS ( C),,,h3c,,
821,2685_158,Totally Custom,NURSES/STAFF ( C),,,h2c,,
822,2685_158,Totally Custom,NURSES/STAFF ( C),,,h9c,,
823,2685_158,Totally Custom,NURSES/STAFF ( C),,,h6dw,,
824,2685_158,Totally Custom,NURSES/STAFF ( C),,,h4d,,
825,2685_158,Totally Custom,WAITING ( C),,,h5c,,
826,2685_158,Totally Custom,WAITING ( C),,,h5de,,
827,2685_158,Totally Custom,WAITING ( C),,,h5df,,
828,2685_158,Totally Custom,BILLING/INSURANCE ( C),,,h10c,,
829,2685_158,Totally Custom,DISCHARGE ( C),,,h3ff,,
830,2685_158,Totally Custom,OVERALL RATING ( C),,,h9dc,,
831,2685_158,Totally Custom,OVERALL RATING ( C),,,h17,,
832,2685_158,Totally Custom,Overall Rating of Provider,,,h30,,
833,2685_158,Totally Custom,PCMH – COORDINATION OF CARE ( C),,,h4fc,,
834,2685_158,Totally Custom,PCMH – COORDINATION OF CARE ( C),,,h3db,,
835,2685_158,Totally Custom,PCMH – COORDINATION OF CARE ( C),,,y4am1,,
836,2685_158,Totally Custom,PCMH – Support Items ( C),,,y3fg,,
837,2685_158,Totally Custom,PCMH – Support Items ( C),,,y3fh,,
838,2685_158,Totally Custom,PCMH – COMPREHENSIVENESS ( C),,,y19d,,
839,2685_158,Totally Custom,PCMH – COMPREHENSIVENESS ( C),,,y19w,,
840,2685_158,Totally Custom,PCMH – COMPREHENSIVENESS ( C),,,y19p,,
841,2572_158,CG-CAHPS 12 Month,,Patients' Rating of the Provider,,,,
842,2572_158,CG-CAHPS 12 Month,REGISTRATION/ACCESS ( C),,,h1ds,,
843,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
844,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h5dd,,,Single client - Add to White List
845,2572_158,CG-CAHPS 12 Month,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
846,2572_158,CG-CAHPS 12 Month,DOCTORS ( C),,,h3c,,
847,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h2c,,
848,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h6dw,,
849,2572_158,CG-CAHPS 12 Month,NURSES/STAFF ( C),,,h4d,,
850,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3cs,,,Single client - Add to White List
851,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3d,,,Single client - Add to White List
852,2572_158,CG-CAHPS 12 Month,How Well Providers Communicate With Patients,,h3o,,,Single client - Add to White List
853,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5c,,
854,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5de,,
855,2572_158,CG-CAHPS 12 Month,WAITING ( C),,,h5df,,
856,2572_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
857,2572_158,CG-CAHPS 12 Month,BILLING/INSURANCE ( C),,,h10c,,
858,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h9dc,,
859,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h17,,
860,2572_158,CG-CAHPS 12 Month,OVERALL RATING ( C),,,h14,,
861,2572_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,h3db,,
862,2572_158,CG-CAHPS 12 Month,PCMH – COORDINATION OF CARE ( C),,,y4am1,,
863,2572_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
864,2572_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fg,,
865,2572_158,CG-CAHPS 12 Month,PCMH – Support Items ( C),,,y3fh,,
866,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19d,,
867,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19w,,
868,2572_158,CG-CAHPS 12 Month,PCMH – COMPREHENSIVENESS ( C),,,y19p,,
869,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
870,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
871,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
872,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
873,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
874,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
875,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
876,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
877,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
878,2179_158,PCMH-Adult,,Providers Discuss Medication Decisions (PCMH),,,,
879,2179_158,PCMH-Adult,,Access To Care (PCMH),,,,
880,2179_158,PCMH-Adult,,Information About Care and Appointments (PCMH),,,,
881,2179_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
882,2179_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
883,2179_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
884,2179_158,PCMH-Adult,Follow-Up On Test Results,,,h4fc,,
885,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
886,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
887,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
888,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
889,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
890,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
891,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
892,2179_158,PCMH-Adult,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
893,2232_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
894,2232_158,CG-CAHPS 12 Month,Follow-Up On Test Results,,,h4fc,,
895,2232_158,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
896,2232_158,CG-CAHPS 12 Month,Attention to Care from Other Providers (PCMH),,,h3db,,
897,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
898,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
899,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fh,,
900,2232_158,CG-CAHPS 12 Month,Providers Support You in Taking Care of Your Own Health (PCMH),,,y3fg,,
901,2232_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
902,2232_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
903,2232_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
904,2232_158,CG-CAHPS 12 Month,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
905,2455_189,CG-CAHPS 12 Month Child,,Provider’s Attention to Your Child’s Growth and Development,,,,
906,2455_189,CG-CAHPS 12 Month Child,,Provider’s Advice on Keeping Your Child Safe and Healthy,,,,
907,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3db,,
908,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dc,,
909,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dd,,
910,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3de,,
911,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3df,,
912,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3df1,,
913,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3n,,
914,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,h3jc,,
915,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,h3oc,,
916,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3nf,,
917,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dg,,
918,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dh,,
919,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dj,,
920,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dk,,
921,2455_189,CG-CAHPS 12 Month Child,Your Child's Care From This Provider in the Last 12 Months,,,y3dl,,
922,2455_189,CG-CAHPS 12 Month Child,Follow-Up On Test Results,,,h4fc,,
923,2455_189,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
924,2455_189,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
925,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3n,,
926,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3jc,,
927,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3oc,,
928,2310_189,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3nf,,
929,2310_189,CG-CAHPS 12 Month Child,Follow-Up On Test Results,,,h4fc,,
930,2310_189,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
931,2310_189,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
932,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3n,,
933,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3jc,,
934,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,h3oc,,
935,2284_160,CG-CAHPS 12 Month Child,Communication - Child Only,,,y3nf,,
936,2284_160,CG-CAHPS 12 Month Child,Follow-Up On Test Results,,,h4fc,,
937,2284_160,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9h,,
938,2284_160,CG-CAHPS 12 Month Child,"Helpful, Courteous, And Respectful Office Staff",,,h9c,,
939,2111_155,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
940,2111_155,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
941,2111_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
942,2111_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
943,2111_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
944,2111_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
945,2498_155,CG-CAHPS Visit,,Patients' Rating of the Provider,,,,
946,2498_155,CG-CAHPS Visit,,Willingness to Recommend,,,,
947,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information (C)",,,,Y5DD,Single client - Add to White List
948,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,,,Y5DD,Single client - Add to White List
949,2498_155,CG-CAHPS Visit,Willingness to Recommend (C),,,h17et,,
950,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information (C)",,,y5dd,,
951,2498_155,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
952,2498_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
953,2498_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
954,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h1da,,,Single client - Add to White List
955,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h1db,,,Single client - Add to White List
956,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h5dd,,,Single client - Add to White List
957,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h9da,,,Single client - Add to White List
958,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,h9db,,,Single client - Add to White List
959,2498_155,CG-CAHPS Visit,"Getting Timely Appointments, Care, and Information",,,y5dd,,
960,2065_155,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
961,2065_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
962,2065_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
963,2011_155,CG-CAHPS Visit,Follow-Up On Test Results,,,y4fc,,
964,2011_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ha,,
965,2011_155,CG-CAHPS Visit,"Helpful, Courteous, And Respectful Office Staff",,,h9ca,,
966,2249_163,CG-CAHPS 12 Month Child,Patients' Rating of the Provider,,,,H30,Single client - Add to White List
967,2249_163,CG-CAHPS 12 Month Child,Rating of Provider,,,,H30,Single client - Add to White List
968,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3aa,,,Single client - Add to White List
969,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3cs,,,Single client - Add to White List
970,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3d,,,Single client - Add to White List
971,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3ff,,,Single client - Add to White List
972,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3j,,,Single client - Add to White List
973,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,h3o,,,Single client - Add to White List
974,2249_163,CG-CAHPS 12 Month Child,How Well Providers Communicate With Patients,,,h3ja,,
